Name	Males	Females	Total	MedianAge	25thPercentile	75thPercentile
Khadeejah	0	73	73	21.0	19.0	22.0
Lerenzo	21	0	21	26.0	20.0	27.0
Flint	1396	0	1396	45.0	30.0	54.0
Jakara	0	267	267	21.0	17.0	25.0
Philis	0	217	217	62.0	55.0	68.0
Philip	317481	1125	318606	51.0	34.0	62.0
Brittanae	0	6	6	19.0	19.0	19.0
Ermaline	0	36	36	91.5	84.0	94.75
Jakari	481	45	526	18.0	16.0	22.0
Moena	0	11	11	19.0	19.0	22.0
Krishna	761	1234	1995	28.0	20.0	40.0
Tequella	0	5	5	27.0	27.0	27.0
Huyen	0	263	263	29.0	23.0	32.0
Taime	0	11	11	24.0	23.0	24.0
Corrisa	0	60	60	25.0	21.0	27.0
Naydeline	0	5	5	17.0	17.0	17.0
Deontee	6	0	6	23.0	23.0	23.0
Oreen	0	5	5	94.0	94.0	94.0
Nazifa	0	29	29	17.0	17.0	18.0
Corona	0	98	98	52.0	42.0	71.0
Malette	0	20	20	48.0	48.0	48.0
Marsie	0	32	32	53.0	46.0	54.0
Deontez	76	0	76	20.0	17.0	22.25
Marsia	0	105	105	51.0	36.0	56.0
Nataysha	0	33	33	19.0	18.0	22.0
Amarylis	0	54	54	23.0	17.0	25.75
Upshur	5	0	5	91.0	91.0	91.0
Thermon	723	0	723	66.0	56.25	75.0
Luzmaria	0	315	315	24.0	18.0	32.0
Nashawn	263	53	316	22.0	17.0	27.0
Lomant	5	0	5	42.0	42.0	42.0
Shalandria	0	105	105	27.0	22.0	32.0
Yizza	0	5	5	31.0	31.0	31.0
Tenneille	0	5	5	38.0	38.0	38.0
Latrevious	11	0	11	18.0	15.0	18.0
Jamonie	11	0	11	15.0	15.0	20.0
Lya	0	85	85	29.0	20.0	47.0
Vatasha	0	6	6	42.0	42.0	42.0
Josephthomas	5	0	5	21.0	21.0	21.0
Lyn	1556	7080	8636	57.0	49.0	64.0
Tytana	0	24	24	17.0	16.0	20.0
Wynter	10	1090	1100	22.0	18.0	33.0
Genny	0	1268	1268	43.0	33.0	55.0
Josephy	12	0	12	54.5	54.0	55.0
Moorea	0	55	55	18.0	16.0	20.0
Stefnie	0	6	6	43.0	43.0	43.0
Shryl	0	54	54	56.0	54.0	59.0
Cierah	0	50	50	17.5	16.0	19.0
Letita	0	96	96	40.0	36.0	47.5
Pius	328	0	328	72.0	60.0	83.0
Genni	0	61	61	36.0	30.0	44.0
Michelena	0	79	79	37.0	26.0	90.25
Vanus	5	0	5	84.0	84.0	84.0
Michelene	0	750	750	52.0	44.0	64.0
Genna	0	2267	2267	27.0	21.0	32.0
Josepha	0	348	348	61.0	52.0	75.0
Lorinda	0	4516	4516	49.0	42.0	57.0
Josephe	26	0	26	25.0	17.0	26.0
Kederick	18	0	18	31.0	17.0	37.0
Hy	64	0	64	56.0	45.0	60.0
Johnluke	80	0	80	20.5	17.0	22.0
Anferney	5	0	5	15.0	15.0	15.0
Aster	124	85	209	67.0	33.0	84.0
Naya	0	856	856	17.0	16.0	22.0
Suset	0	19	19	19.0	17.0	19.5
Hu	5	0	5	93.0	93.0	93.0
Asten	12	8	20	22.0	17.0	32.0
Ninasimone	0	5	5	15.0	15.0	15.0
Izzabella	0	28	28	15.5	15.0	17.0
Ho	129	0	129	29.0	25.0	34.0
Garrod	45	0	45	36.0	26.0	38.0
Sherick	6	0	6	27.0	27.0	27.0
Lisah	0	5	5	35.0	35.0	35.0
Ha	73	379	452	30.0	24.0	33.0
Garron	548	0	548	30.0	22.0	40.0
Ikran	0	7	7	15.0	15.0	15.0
Thresia	0	220	220	60.0	53.0	67.0
Amritha	0	9	9	15.0	15.0	15.0
Sulie	0	10	10	36.5	36.0	37.0
Khaleef	61	0	61	23.0	20.0	28.0
Javarous	17	0	17	24.0	16.0	26.0
Daimar	5	0	5	31.0	31.0	31.0
Austan	129	0	129	19.0	18.0	21.0
Domer	36	0	36	86.0	83.0	93.0
Teirra	0	315	315	23.0	19.0	27.0
Khaleem	17	0	17	18.0	16.0	20.0
Khaleel	392	0	392	19.0	17.0	22.0
Khaleeq	26	0	26	17.0	16.0	21.0
Richmon	5	0	5	94.0	94.0	94.0
Daiman	7	0	7	36.0	36.0	36.0
Casto	21	0	21	75.0	37.0	77.0
Verlisa	0	62	62	47.0	43.25	49.0
Sheyda	0	17	17	23.0	20.0	29.0
Ahlam	0	308	308	24.0	19.0	29.0
Casta	0	6	6	36.0	36.0	36.0
Bleu	10	16	26	21.0	18.0	26.0
Jeseka	0	7	7	31.0	31.0	31.0
Ursel	5	16	21	58.0	58.0	97.25
Chika	22	237	259	24.0	18.0	31.0
Gaston	3196	0	3196	41.0	25.0	60.0
Fair	5	35	40	91.0	89.5	97.0
Kassandra	16	21034	21050	22.0	19.0	26.0
Okema	0	71	71	40.0	39.0	40.0
Gustina	0	6	6	103.0	103.0	103.0
Besa	0	11	11	29.0	29.0	33.0
Kandise	0	231	231	29.0	25.0	33.0
Lowrine	0	5	5	87.0	87.0	87.0
Gustine	0	46	46	90.0	85.0	93.0
Birda	0	434	434	73.0	65.0	80.0
Peaches	0	681	681	33.0	25.0	40.0
Hortense	0	5022	5022	72.0	63.0	82.0
Naresh	58	0	58	20.0	18.0	31.0
Denedra	0	37	37	32.0	31.0	36.0
Kalishia	0	15	15	26.0	25.0	37.0
Frita	0	5	5	49.0	49.0	49.0
Aloah	0	5	5	73.0	73.0	73.0
Bess	0	3349	3349	50.0	33.0	65.0
Fain	66	6	72	65.0	62.0	80.75
Yomaira	0	374	374	29.0	24.0	31.0
Aeryn	0	69	69	17.0	15.0	19.0
Theopolis	251	0	251	55.0	41.0	64.0
Coi	5	5	10	17.5	16.0	19.0
Aeryk	53	0	53	22.0	20.0	23.0
Krisean	6	0	6	16.0	16.0	16.0
Gifty	0	20	20	22.0	18.0	23.5
Lajuanda	0	92	92	47.0	41.0	57.0
Abrahan	472	0	472	23.0	19.0	28.5
Germaine	1932	7584	9516	46.0	36.0	62.0
Meridel	0	38	38	73.0	72.0	73.0
Alexxander	45	0	45	18.0	16.0	19.0
Jamice	0	116	116	29.0	23.0	36.0
Deleatrice	0	5	5	49.0	49.0	49.0
Meridee	0	165	165	57.0	51.0	64.0
Jamica	0	790	790	30.0	24.0	36.0
Akida	42	15	57	39.0	37.0	41.0
Mennie	0	630	630	76.0	70.0	83.0
Deshone	213	51	264	33.0	22.0	41.0
Hether	0	364	364	37.0	31.0	42.0
Gillianne	0	25	25	16.0	15.0	16.0
Keagan	1407	317	1724	19.0	16.0	22.0
Agueda	0	198	198	34.0	26.0	44.0
Shinice	0	32	32	22.0	21.0	27.0
Darlane	0	30	30	62.0	53.5	68.0
Rabiah	0	68	68	34.0	26.75	39.0
Darlana	0	6	6	51.0	51.0	51.0
Nykeba	0	26	26	35.0	35.0	35.0
Petros	394	0	394	29.0	22.0	38.0
Phung	16	156	172	29.0	25.0	32.0
Sorah	0	90	90	23.0	17.25	26.0
Usvaldo	17	0	17	21.0	20.0	40.0
Marnika	0	13	13	26.0	18.0	26.0
Airelle	0	169	169	20.0	17.0	24.0
Harneet	0	37	37	20.0	16.0	22.0
Onecimo	26	0	26	81.0	79.0	89.0
Ziven	5	0	5	16.0	16.0	16.0
Ethelmay	0	5	5	95.0	95.0	95.0
Dinahlee	0	20	20	22.0	21.0	23.0
Jasontyler	5	0	5	17.0	17.0	17.0
Serenitie	0	5	5	17.0	17.0	17.0
Cindylou	0	44	44	55.0	52.5	57.0
Jewelene	0	398	398	70.0	64.0	77.0
Rocko	5	0	5	40.0	40.0	40.0
Rocki	5	0	5	58.0	58.0	58.0
Rocke	46	0	46	59.0	52.0	60.25
Keedah	0	5	5	38.0	38.0	38.0
Marizol	0	290	290	34.0	25.0	41.0
Ajla	0	65	65	16.0	15.0	17.0
Tallulah	0	295	295	33.0	17.0	66.0
Bascom	626	0	626	72.0	64.0	80.0
Maisa	0	40	40	24.0	17.0	32.0
Gabrel	15	0	15	15.0	15.0	16.0
Britanna	0	5	5	26.0	26.0	26.0
Jontelle	0	5	5	23.0	23.0	23.0
Tysun	5	0	5	16.0	16.0	16.0
Cyntheia	0	11	11	46.0	46.0	55.0
Esme	0	335	335	20.0	17.0	29.0
Mataya	0	295	295	18.0	16.0	23.0
Britanni	0	57	57	25.0	25.0	26.0
Esma	0	326	326	74.0	20.0	89.5
Osvaldo	6882	12	6894	24.0	19.0	35.0
Lamyra	0	17	17	16.0	15.0	29.0
Ericah	0	41	41	18.0	17.0	21.0
Maisy	0	197	197	16.0	15.0	19.0
Britanny	0	476	476	25.0	21.0	28.0
Gabreial	0	5	5	17.0	17.0	17.0
Berny	16	0	16	22.0	21.0	23.0
Cilia	0	42	42	31.0	30.25	31.75
Hudson	3812	44	3856	20.0	17.0	33.0
Bernt	20	0	20	55.0	32.0	55.0
Hiliana	0	12	12	25.0	18.0	25.0
Swetha	0	127	127	18.0	16.0	22.0
Malack	0	5	5	16.0	16.0	16.0
Melisse	0	273	273	42.0	36.0	47.0
Donavyn	98	0	98	16.0	15.0	18.0
Melissa	2427	711735	714162	37.0	30.0	44.0
Berna	0	1447	1447	65.0	57.0	74.0
Barbett	0	6	6	47.0	47.0	47.0
Bernd	96	0	96	51.0	47.0	53.75
Berne	48	0	48	74.0	66.0	85.0
Lariah	0	93	93	18.0	16.0	21.0
Tehesha	0	5	5	36.0	36.0	36.0
Shaniah	0	538	538	18.0	16.0	19.0
Shadman	79	0	79	18.0	17.0	20.0
Majken	0	5	5	31.0	31.0	31.0
Marquietta	0	12	12	35.0	27.0	43.0
Sherene	0	735	735	43.0	34.0	51.0
Natani	0	5	5	22.0	22.0	22.0
Rashawnda	0	376	376	29.0	24.0	35.0
Sherena	0	446	446	31.0	27.75	38.0
Shantique	0	55	55	23.0	21.0	24.0
Tinh	15	0	15	26.0	24.0	28.0
Shameaka	0	48	48	35.0	32.0	36.25
Gabriana	0	93	93	17.0	16.0	19.0
Eleonora	0	636	636	41.0	27.0	53.0
Dalyla	0	17	17	16.0	15.0	18.0
Lea	585	22985	23570	41.0	28.0	52.0
Rashara	0	6	6	22.0	22.0	22.0
Rashard	1683	0	1683	25.0	21.0	32.0
Arniece	0	5	5	42.0	42.0	42.0
Danean	0	127	127	45.0	41.0	49.0
Khirey	10	0	10	23.0	21.0	25.0
Hibo	0	5	5	17.0	17.0	17.0
Ryanpatrick	5	0	5	25.0	25.0	25.0
Antario	110	0	110	24.5	20.0	30.25
Tiuana	0	5	5	23.0	23.0	23.0
Malvene	0	7	7	94.0	94.0	94.0
Sharidan	0	6	6	15.0	15.0	15.0
Saiquan	61	0	61	20.0	18.0	23.0
Koty	409	30	439	23.0	20.0	25.0
Hufsa	0	5	5	16.0	16.0	16.0
Chrystina	0	504	504	28.0	23.0	33.0
Dannion	18	0	18	18.0	17.0	19.0
Daquion	11	0	11	15.0	15.0	17.0
Jaklyn	0	127	127	23.0	20.0	27.5
Latarius	38	0	38	21.0	19.0	31.0
Brodee	50	0	50	16.0	15.0	22.0
Surabhi	0	22	22	17.0	16.0	17.75
Jaculine	0	5	5	52.0	52.0	52.0
Lawon	5	5	10	31.5	22.0	41.0
Wonya	6	0	6	19.0	19.0	19.0
Onyae	0	15	15	18.0	17.0	21.0
Rolayne	0	45	45	66.0	64.0	67.0
Glyde	5	0	5	97.0	97.0	97.0
Elisah	42	0	42	20.0	16.25	29.5
Sherri	176	83248	83424	50.0	44.0	54.0
Dariela	0	191	191	19.0	17.0	23.0
Wendal	194	0	194	55.0	51.0	62.0
Sherrl	0	17	17	50.0	48.0	55.0
Sherreka	0	5	5	35.0	35.0	35.0
Victoriya	0	18	18	16.0	15.0	20.5
Joshoua	5	0	5	36.0	36.0	36.0
Adarian	49	0	49	18.0	16.0	19.0
Sherry	976	228251	229227	53.0	46.0	61.0
Marigold	0	76	76	74.0	42.0	80.0
Fiffany	0	6	6	33.0	33.0	33.0
Samanda	0	187	187	27.0	21.0	35.0
Dae	91	44	135	22.0	17.0	37.0
Hassain	6	0	6	44.0	44.0	44.0
Dag	49	0	49	50.0	49.0	53.0
Shaude	0	6	6	22.0	22.0	22.0
Joenell	0	10	10	75.0	75.0	75.0
Dal	540	0	540	57.0	49.0	66.0
Dam	69	0	69	31.0	31.0	35.0
Dan	99558	521	100079	56.0	50.0	64.0
Dao	165	83	248	27.5	23.0	31.0
Dai	103	24	127	28.0	19.0	32.0
Standard	10	0	10	91.0	90.5	91.5
Dat	342	0	342	25.0	20.0	31.0
Dav	5	0	5	56.0	56.0	56.0
Hunberto	27	0	27	28.0	18.0	35.0
Lucinia	0	5	5	39.0	39.0	39.0
Chiana	0	84	84	22.0	17.0	31.25
Dar	23	0	23	27.0	27.0	36.0
Shavonne	0	2786	2786	32.0	27.0	36.0
Markeise	86	0	86	20.0	18.25	23.0
Dax	2086	0	2086	35.0	23.0	41.0
Day	120	104	224	42.0	38.0	50.0
Oneita	0	771	771	72.0	63.0	82.0
Rohun	12	0	12	20.5	18.0	23.0
Thyrza	0	16	16	88.0	81.0	95.5
Adya	0	9	9	15.0	15.0	15.0
Vitoria	0	115	115	22.0	19.0	28.0
Tyhesha	0	118	118	37.0	34.0	40.0
Avree	0	31	31	16.0	16.0	18.0
Verneita	0	5	5	65.0	65.0	65.0
Koti	0	5	5	26.0	26.0	26.0
Cloyde	148	0	148	83.0	75.0	90.75
Brinna	0	155	155	20.0	17.0	24.0
Eleanor	582	227216	227798	71.0	55.0	80.0
Shantalle	0	12	12	15.0	15.0	25.0
Atari	54	30	84	34.0	33.0	35.0
Raqueal	0	55	55	27.0	22.0	28.0
Nkenge	0	122	122	41.0	36.5	43.0
Atara	0	345	345	26.0	20.0	32.0
Tyranesha	0	10	10	21.5	20.0	23.0
Orysia	0	11	11	65.0	63.0	65.0
Dondrae	16	0	16	22.0	21.0	33.0
Shawhin	5	0	5	27.0	27.0	27.0
Kron	35	0	35	17.0	16.0	21.0
Chatherine	0	26	26	31.0	30.0	32.0
Jaquaveon	14	0	14	15.0	15.0	19.0
Canon	331	11	342	19.0	16.0	25.0
Haniyah	0	11	11	15.0	15.0	15.0
Dashanae	0	102	102	19.0	17.0	22.0
Masiah	28	5	33	17.0	16.0	17.0
Demelza	0	12	12	36.5	36.0	37.0
Dondray	11	0	11	23.0	23.0	38.0
Dadrianna	0	5	5	15.0	15.0	15.0
Aariona	0	49	49	17.0	16.0	20.0
Milarain	0	8	8	88.0	88.0	88.0
Steevie	0	5	5	22.0	22.0	22.0
Devarious	52	0	52	23.0	19.0	25.0
Trakia	0	5	5	18.0	18.0	18.0
Josephallen	5	0	5	28.0	28.0	28.0
Prashanth	6	0	6	16.0	16.0	16.0
Chloee	0	204	204	16.5	15.0	19.0
Comesha	0	5	5	36.0	36.0	36.0
Phawn	0	5	5	39.0	39.0	39.0
Tariana	0	53	53	18.0	16.0	21.0
Sherrylynn	0	38	38	48.0	42.0	54.0
Chloey	0	104	104	16.5	15.0	18.0
Dimples	0	66	66	88.5	85.0	94.75
Dawnie	0	25	25	44.0	34.0	48.25
Gautham	29	0	29	16.0	15.0	18.0
Jeffries	10	0	10	62.5	62.0	63.0
Dwanda	0	249	249	46.0	40.0	51.0
Dekoven	5	0	5	31.0	31.0	31.0
Memorie	0	216	216	28.0	19.5	37.0
Davyon	70	0	70	17.0	15.0	19.75
Firmin	97	0	97	87.0	79.0	91.5
Nickea	0	19	19	37.0	31.0	37.5
Federick	70	0	70	43.0	35.0	51.0
Zorka	0	45	45	96.5	91.75	98.5
Kaylah	0	2284	2284	19.0	16.0	22.0
Federico	6702	5	6707	37.0	25.0	51.0
Keevon	130	0	130	18.0	16.0	21.0
Nickey	1633	332	1965	49.0	38.0	60.0
Shemara	0	5	5	16.0	16.0	16.0
Edmound	5	0	5	38.0	38.0	38.0
Kimari	26	92	118	17.0	16.0	20.0
Marchia	0	115	115	62.0	59.0	66.0
Benjemin	7	0	7	33.0	33.0	33.0
Marchie	0	11	11	77.0	77.0	83.0
Sammantha	0	1492	1492	23.0	19.0	26.0
Kimara	0	287	287	39.0	24.0	43.0
Worthie	5	0	5	84.0	84.0	84.0
Malakai	174	0	174	18.0	16.0	20.0
Yanely	0	382	382	20.0	17.0	22.0
Edieth	0	11	11	83.0	83.0	85.0
Vidella	0	16	16	70.0	70.0	87.25
Cherena	0	18	18	29.0	26.0	34.0
Yanell	0	5	5	32.0	32.0	32.0
Rachard	83	0	83	26.0	21.0	31.0
Yaneli	0	619	619	19.0	17.0	22.0
Khadesia	0	25	25	20.0	20.0	21.0
Lashawnda	0	2162	2162	33.0	27.0	38.0
Nicholette	0	1051	1051	29.0	22.0	36.0
Mikkala	0	12	12	18.0	17.0	19.0
Jiar	5	0	5	19.0	19.0	19.0
Yanela	0	6	6	20.0	20.0	20.0
Nicholetta	0	5	5	69.0	69.0	69.0
Shanteka	0	36	36	26.0	24.0	31.0
Kaylaa	0	13	13	16.0	16.0	25.0
Nakisa	0	26	26	27.0	25.0	37.0
Buckner	10	0	10	65.0	65.0	65.0
Markeyta	0	46	46	30.0	25.0	31.0
Nakish	0	5	5	38.0	38.0	38.0
Nioka	0	108	108	41.0	32.0	44.0
Annitta	0	81	81	55.5	49.0	65.0
Annitte	0	6	6	47.0	47.0	47.0
Stephaun	74	0	74	21.0	19.0	22.0
Cherril	0	61	61	67.0	57.0	70.0
Elleen	0	283	283	61.0	55.0	71.0
Jozee	0	11	11	15.0	15.0	15.0
Minyard	5	0	5	96.0	96.0	96.0
Cherrie	0	4221	4221	53.0	43.0	61.0
Valesia	0	15	15	47.0	26.0	49.0
Karnisha	0	80	80	23.0	21.75	25.75
Oralia	5	5410	5415	58.0	43.0	67.0
Shatasha	0	174	174	29.0	23.0	34.0
Ariel	10281	37607	47888	23.0	19.0	26.0
Arien	203	235	438	27.0	20.0	34.0
Sheehan	46	5	51	26.0	21.0	27.0
Arieh	16	0	16	20.0	15.0	23.0
Weronika	0	76	76	17.0	16.0	19.0
Antesha	0	5	5	20.0	20.0	20.0
Tacorey	6	0	6	25.0	25.0	25.0
Shelitha	0	86	86	38.0	34.0	41.0
Conagher	25	0	25	18.0	17.0	20.0
Yeshayahu	10	0	10	23.5	22.0	25.0
Moncia	0	424	424	38.0	32.0	43.0
Annahi	0	68	68	17.0	15.0	19.0
Ariez	7	0	7	15.0	15.0	15.0
Arriyana	0	6	6	15.0	15.0	15.0
Keambria	0	21	21	18.0	16.0	18.0
Morlon	5	0	5	43.0	43.0	43.0
Faaizah	0	6	6	37.0	37.0	37.0
Zakeea	0	9	9	18.0	18.0	18.0
Yunus	54	0	54	18.0	17.0	23.0
Demetrics	23	0	23	24.0	22.0	33.0
Teena	0	5681	5681	52.0	41.0	58.0
Uda	0	11	11	95.0	94.5	95.5
Jamane	36	0	36	37.0	35.0	39.0
Megin	0	294	294	33.0	28.0	38.75
Jamani	78	54	132	19.0	17.0	20.0
Doraelia	0	7	7	54.0	54.0	54.0
Tharin	6	0	6	48.0	48.0	48.0
October	0	166	166	35.0	23.0	38.0
Amandeep	178	156	334	24.0	19.0	28.0
Chaden	7	0	7	17.0	17.0	17.0
Laquail	0	5	5	28.0	28.0	28.0
Shua	0	11	11	34.0	30.0	34.0
Lilliemae	0	200	200	95.0	91.75	99.25
Jaideep	5	0	5	21.0	21.0	21.0
Vernelda	0	10	10	55.0	55.0	55.0
Joren	118	0	118	20.0	17.0	23.0
Talanda	0	53	53	39.0	35.0	40.0
Mirren	0	5	5	15.0	15.0	15.0
Berneda	0	563	563	72.0	65.75	82.25
Quaylan	5	0	5	16.0	16.0	16.0
Saharrah	0	6	6	17.0	17.0	17.0
Ladaysha	0	109	109	20.0	17.0	22.0
Katelynd	0	244	244	23.0	19.75	26.0
Karch	41	0	41	21.0	18.0	23.0
Fredricka	0	1258	1258	43.0	28.0	60.75
Garnelle	0	11	11	94.0	94.0	94.0
Koua	63	0	63	24.0	21.5	27.0
Vitaly	38	0	38	20.0	19.0	23.0
Johnnyjoe	5	0	5	29.0	29.0	29.0
Kabao	0	107	107	21.0	19.0	25.0
Mic	26	0	26	35.0	25.0	37.0
Elfriede	0	291	291	79.0	74.0	84.0
Elmon	585	0	585	68.0	59.0	77.0
Elfrieda	0	1102	1102	77.0	67.0	84.0
Shadricka	0	16	16	23.0	21.0	24.0
Altheda	0	49	49	97.0	94.5	98.5
Media	0	301	301	51.0	44.0	70.0
Petula	0	179	179	47.0	45.0	48.0
Medie	0	22	22	98.5	94.75	101.25
Rhae	0	41	41	40.0	28.0	48.0
Katelynn	11	14320	14331	20.0	17.0	23.0
Zealand	9	0	9	15.0	15.0	15.0
Doneva	0	35	35	63.0	62.0	63.0
Belgica	0	12	12	27.0	21.0	27.0
Jerail	5	0	5	25.0	25.0	25.0
Chinitta	0	5	5	31.0	31.0	31.0
Oded	6	0	6	41.0	41.0	41.0
Elmor	64	0	64	91.0	88.0	97.5
Loraine	340	15859	16199	60.0	50.0	71.0
Karmisha	0	5	5	31.0	31.0	31.0
Zarrin	0	5	5	18.0	18.0	18.0
Densel	96	0	96	70.5	63.0	87.75
Daneeka	0	11	11	20.0	20.0	21.0
Ardeen	0	51	51	71.5	66.0	78.0
Dionysia	0	28	28	37.5	31.5	40.25
Demorian	5	0	5	34.0	34.0	34.0
Levarn	15	6	21	66.0	62.0	68.0
Halana	0	40	40	17.0	16.0	21.0
Lazhane	0	5	5	19.0	19.0	19.0
Izetta	0	1356	1356	65.0	54.0	75.0
Tahitha	0	5	5	33.0	33.0	33.0
Ulissa	0	17	17	18.0	17.0	18.0
Damonique	0	177	177	21.0	18.0	25.0
Sheridon	0	6	6	15.0	15.0	15.0
Ladislao	65	0	65	22.0	18.0	53.0
Concha	0	1624	1624	71.0	58.0	81.0
Dawnielle	0	396	396	33.0	27.0	38.0
Netia	0	10	10	63.0	63.0	74.0
Jovanne	27	29	56	23.0	20.0	26.25
Keilee	0	78	78	18.0	16.0	20.0
Aubriana	0	383	383	19.0	16.0	21.5
Jovanni	1173	110	1283	20.0	17.0	24.0
Maha	0	787	787	24.0	18.5	32.0
Kylil	23	0	23	17.0	15.0	20.0
Set	5	0	5	18.0	18.0	18.0
Azhar	63	10	73	19.0	17.0	24.0
Thyrone	5	0	5	48.0	48.0	48.0
Sabato	11	0	11	83.0	83.0	88.0
Ossiel	28	0	28	19.0	19.0	20.0
Reshaud	7	0	7	21.0	21.0	21.0
Jovanny	1505	16	1521	21.0	17.0	25.0
Wanya	370	17	387	19.0	17.0	20.0
Jazline	0	46	46	17.0	16.0	18.75
Yamilka	0	52	52	22.0	20.0	23.0
Reshaun	67	0	67	20.0	16.0	22.0
Kazmiera	0	5	5	99.0	99.0	99.0
Maysoon	0	13	13	31.0	15.0	31.0
Trentyn	69	0	69	18.0	16.0	20.0
Lasaundra	0	300	300	38.0	30.0	45.0
Gavy	0	5	5	20.0	20.0	20.0
Gloryvee	0	6	6	40.0	40.0	40.0
Kemya	0	45	45	16.0	15.0	16.0
Thomasene	0	200	200	64.0	56.0	71.0
Laterius	5	0	5	15.0	15.0	15.0
Thomasena	0	768	768	58.0	47.0	67.0
Natarshia	0	5	5	43.0	43.0	43.0
Ziv	17	0	17	16.0	15.0	22.0
Evalean	0	5	5	74.0	74.0	74.0
Marcelena	0	10	10	26.0	26.0	26.0
Taylynn	0	46	46	17.0	15.25	20.0
Marcelene	0	904	904	66.0	55.75	77.0
Sravani	0	5	5	16.0	16.0	16.0
Andrico	13	0	13	41.0	28.0	41.0
Anieta	0	6	6	80.0	80.0	80.0
Dairel	5	0	5	77.0	77.0	77.0
Dairen	5	0	5	22.0	22.0	22.0
Marcena	0	227	227	60.0	49.0	72.0
Hester	485	10334	10819	67.0	56.0	77.0
Aleczander	291	0	291	18.0	17.0	21.0
Kelinda	0	23	23	41.0	36.0	47.0
Evagelia	0	99	99	36.0	30.0	39.0
Cordara	29	0	29	28.0	27.0	28.0
Andrenique	0	12	12	23.0	23.0	24.0
Deronne	6	0	6	19.0	19.0	19.0
Josefina	35	11450	11485	45.0	31.0	62.0
Diamantina	0	654	654	56.0	43.75	68.0
Hover	7	0	7	87.0	87.0	87.0
Floriene	0	270	270	85.0	80.0	92.0
Josefine	0	293	293	29.0	19.5	57.0
Nykeya	0	5	5	17.0	17.0	17.0
Hovey	5	0	5	98.0	98.0	98.0
Florean	0	92	92	80.0	70.0	85.5
Rogelia	0	25	25	76.0	65.0	85.0
Deviyon	5	0	5	16.0	16.0	16.0
Olufemi	242	0	242	28.0	22.0	34.0
Janelly	0	488	488	19.0	17.0	23.0
Angeldaniel	5	0	5	15.0	15.0	15.0
Jenyssa	0	5	5	17.0	17.0	17.0
Gaspar	1350	0	1350	34.0	22.0	52.0
Axavier	13	0	13	15.0	15.0	17.0
Laquella	0	6	6	27.0	27.0	27.0
Shafon	0	5	5	33.0	33.0	33.0
Jefford	11	0	11	58.0	57.0	58.0
Ryna	20	34	54	29.0	23.5	38.0
Keecha	0	12	12	42.5	41.0	44.0
Zakariya	168	13	181	18.0	16.0	21.0
Tyreesha	0	66	66	18.5	17.0	21.0
Jawarren	5	0	5	17.0	17.0	17.0
Birttany	0	51	51	27.0	26.0	29.0
Hearold	39	0	39	74.0	68.0	75.0
Desmonique	0	22	22	19.5	19.0	20.0
Dorinna	0	6	6	47.0	47.0	47.0
Jahmel	343	0	343	23.0	19.0	29.0
Takako	0	148	148	84.0	81.5	89.5
Dorinne	0	116	116	63.0	55.0	71.0
Saija	0	11	11	16.0	16.0	18.0
Deshae	36	155	191	22.0	18.0	25.0
Salamon	5	0	5	54.0	54.0	54.0
Emlyn	5	83	88	27.0	22.0	37.0
Shoneen	0	12	12	34.0	34.0	34.0
Tokuo	25	0	25	94.5	92.5	96.75
Lissete	0	315	315	25.0	19.0	31.0
Malikah	0	724	724	30.0	22.0	36.0
Cyrelle	0	5	5	39.0	39.0	39.0
Jackob	37	0	37	17.0	15.0	22.0
Kannan	21	0	21	16.0	15.0	17.0
Teanna	0	1487	1487	23.0	19.0	30.0
Kasaundra	0	411	411	27.0	22.0	33.0
Lissett	0	495	495	28.0	21.0	38.0
Kenya	1847	16467	18314	34.0	22.0	40.0
Kshawn	112	0	112	19.0	17.0	21.25
Tanira	0	11	11	25.0	16.0	25.0
Kenye	5	0	5	16.0	16.0	16.0
Demonde	5	0	5	42.0	42.0	42.0
Nikitia	0	88	88	31.0	28.0	38.0
Tayla	0	2033	2033	20.0	17.0	23.0
Lariza	0	92	92	21.0	17.0	23.0
Earthy	5	0	5	88.0	88.0	88.0
Tydarian	5	0	5	15.0	15.0	15.0
Jacquilynn	0	19	19	21.0	20.0	23.0
Mardel	0	264	264	66.0	60.0	74.0
Contesa	0	7	7	32.0	32.0	32.0
Eartha	32	2891	2923	60.0	54.0	70.0
Benie	35	0	35	93.0	91.0	96.0
Antwun	35	0	35	28.0	21.0	36.0
Burford	51	0	51	86.0	84.0	95.0
Mardee	0	255	255	59.0	49.0	67.0
Rennette	0	35	35	53.0	50.0	62.0
Kaheem	177	0	177	23.0	19.0	26.0
Rennetta	0	17	17	57.0	51.0	61.5
Shmiel	122	0	122	19.0	16.0	24.0
Cordarius	598	0	598	21.0	18.0	24.0
Krysteena	0	79	79	25.0	22.0	27.0
Dennisse	0	90	90	26.0	19.0	45.5
Shetal	0	6	6	41.0	41.0	41.0
Jacqualynn	0	66	66	24.0	22.0	26.75
Donnette	0	1209	1209	51.0	43.0	59.0
Nashley	0	32	32	18.0	16.0	21.0
Donnetta	0	1514	1514	46.0	36.0	56.0
Thirza	0	160	160	74.0	65.0	88.0
Tenora	0	5	5	94.0	94.0	94.0
Reaganne	0	5	5	15.0	15.0	15.0
Hollyann	0	515	515	26.0	21.0	28.0
Tailynn	0	31	31	16.0	15.0	16.0
Saroeun	10	0	10	29.5	29.0	30.0
